datetime,symbol,action,entry_price,exit_price,qty,pnl_pct,pnl_usdt,order_id
2026. 5. 3. PM 2:36:01,ZEREBROUSDT,TP_HALF,0.0244770175485,0.0257154,20429,5.06,,2326646629
